locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SACI_RS10410,SACI_RS10410,Saci_2152,1984989,1985945,+,acetamidase/formamidase family protein,Energy production and conversion,A0A0U3H551,Op1295
SACI_RS10415,SACI_RS10415,Saci_2153,1986065,1986532,-,GNAT family N-acetyltransferase,Transcription,A0A0U3GXH1,Op1296
SACI_RS10420,SACI_RS10420,Saci_2154,1986520,1987803,-,NADP-dependent malic enzyme,Energy production and conversion,A0A0U3GI19,Op1296
SACI_RS10425,SACI_RS10425,Saci_2155,1988203,1989927,+,S9 family peptidase,Amino acid transport and metabolism,A0A0U3GQC4,Op1297
SACI_RS10430,SACI_RS10430,,1990097,1990336,+,hypothetical protein,No COG annotation,A0A0U2W621,Op1298
SACI_RS10435,SACI_RS10435,Saci_2156,1990317,1992065,+,DNA polymerase elongation subunit (family B),"Replication, recombination and repair",A0A0U3FZ02,Op1298
SACI_RS10440,SACI_RS10440,Saci_2158,1992160,1992618,+,hypothetical protein,No COG annotation,UPI0000552889,Op1299
SACI_RS10445,SACI_RS10445,Saci_2160,1993525,1994271,+,flagellar protein FlgN,No COG annotation,A0A0U2YA97,Op1300
SACI_RS10450,SACI_RS10450,Saci_2161,1994871,1995689,+,DUF2079 domain-containing protein,Function unknown,A0A0U3H6R0,Op1301
SACI_RS10455,SACI_RS10455,Saci_2162,1995757,1997691,-,DUF2079 domain-containing protein,Function unknown,A0A0U3H4A2,Op1302
SACI_RS10460,SACI_RS10460,Saci_2163,1997900,1998604,+,zinc ribbon domain-containing protein,No COG annotation,A0A0U3HBZ5,Op1303
SACI_RS10465,SACI_RS10465,Saci_2164,1998688,1999332,-,2%2C5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase,Coenzyme transport and metabolism,A0A0U3FXN9,Op1304
SACI_RS10470,SACI_RS10470,Saci_2165,1999379,2000074,-,glycerophosphodiester phosphodiesterase,Energy production and conversion,A0A0U2NGT4,Op1305
SACI_RS10475,SACI_RS10475,Saci_2166,2000353,2000703,+,DUF488 family protein,Function unknown,A0A0U3HNF9,Op1306
SACI_RS10480,SACI_RS10480,Saci_2167,2000715,2001335,+,helix-turn-helix domain-containing protein,Function unknown,A0A0U3FQ25,Op1306
SACI_RS10485,SACI_RS10485,,2001440,2002847,-,amidase,No COG annotation,,Op1307
SACI_RS10490,SACI_RS10490,Saci_2169,2003057,2003500,+,hypothetical protein,Function unknown,A0A0U3H6Q9,Op1308
SACI_RS10495,SACI_RS10495,Saci_2170,2003590,2005236,-,thermopsin family protease,Amino acid transport and metabolism,A0A0U3GN56,Op1309
SACI_RS10500,SACI_RS10500,Saci_2171,2005620,2006402,+,hypothetical protein,No COG annotation,A0A0U3GVY8,Op1310
SACI_RS10505,SACI_RS10505,Saci_2172,2006599,2007372,-,DUF973 family protein,No COG annotation,A0A0U3GXG3,Op1311
SACI_RS10510,SACI_RS10510,,2007741,2009515,+,S9 family peptidase,Amino acid transport and metabolism,,Op1312
SACI_RS11765,SACI_RS11765,,2009519,2009710,+,hypothetical protein,No COG annotation,UPI0002B29EE7,Op1312
SACI_RS10515,SACI_RS10515,Saci_2175,2010026,2010583,+,hypothetical protein,No COG annotation,A0A0U3H4S7,Op1313
SACI_RS10520,SACI_RS10520,Saci_2176,2011469,2012239,+,hypothetical protein,No COG annotation,A0A0U2VXI8,Op1314
SACI_RS10525,SACI_RS10525,Saci_2177,2012236,2013000,+,MBL fold metallo-hydrolase,Energy production and conversion,A0A0U3FQP8,Op1314
SACI_RS10530,SACI_RS10530,,2013408,2014742,+,sugar porter family MFS transporter,Carbohydrate transport and metabolism,,Op1315
SACI_RS10535,SACI_RS10535,Saci_2180,2014943,2015545,+,hypothetical protein,No COG annotation,A0A0U2X231,Op1316
SACI_RS10540,SACI_RS10540,Saci_2181,2015597,2016988,-,APC family permease,Amino acid transport and metabolism,A0A0U3H482,Op1317
SACI_RS10545,SACI_RS10545,Saci_2182,2017139,2019133,+,primary-amine oxidase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3HBY4,Op1318
SACI_RS10550,SACI_RS10550,Saci_2183,2019340,2019957,-,helix-turn-helix domain-containing protein,Function unknown,A0A0U3HBX8,Op1319
SACI_RS10555,SACI_RS10555,Saci_2184,2019983,2020327,-,DUF488 domain-containing protein,Function unknown,A0A0U3FS51,Op1319
SACI_RS10560,SACI_RS10560,Saci_2185,2020633,2021421,+,aldose 1-epimerase,Carbohydrate transport and metabolism,A0A0U3FPQ6,Op1320
SACI_RS10565,SACI_RS10565,Saci_2186,2021719,2022729,+,NAD-binding protein,Inorganic ion transport and metabolism,A0A0U2NAR9,Op1321
SACI_RS10570,SACI_RS10570,Saci_2187,2023317,2023946,-,amidohydrolase family protein,Function unknown,A0A0U3HFZ9,Op1322
SACI_RS10575,SACI_RS10575,Saci_2188,2024540,2025484,+,R2-like ligand-binding oxidase,Nucleotide transport and metabolism,A0A0U3FHF4,Op1323
SACI_RS10580,SACI_RS10580,Saci_2189,2025549,2027396,-,APC family permease,Amino acid transport and metabolism,A0A0U3FGY1,Op1324
SACI_RS10585,SACI_RS10585,Saci_2190,2027845,2030319,+,malate synthase,Energy production and conversion,A0A0U3GUU1,Op1325
SACI_RS10590,aceA,Saci_2191,2030804,2032117,+,isocitrate lyase,Energy production and conversion,A0A0U3GVW3,Op1325
SACI_RS10595,SACI_RS10595,Saci_2192,2032246,2032686,-,PIN domain-containing protein,Defense mechanisms,A0A0U3GN42,Op1326
SACI_RS10600,SACI_RS10600,Saci_2193,2032646,2032873,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,Transcription,A0A0U3H4Q9,Op1326
SACI_RS10605,SACI_RS10605,Saci_2194,2033304,2034104,+,hypothetical protein,No COG annotation,A0A0U3GQ93,Op1327
SACI_RS10610,SACI_RS10610,Saci_2195,2034314,2034691,-,PaREP1 family protein,Function unknown,A0A0U3GXF3,Op1328
SACI_RS10615,SACI_RS10615,Saci_2196,2035017,2036135,+,mandelate racemase/muconate lactonizing enzyme family protein,Cell wall/membrane/envelope biogenesis,A0A0U3GHW9,Op1329
SACI_RS10620,SACI_RS10620,Saci_2197,2036205,2036453,-,hypothetical protein,No COG annotation,A0A0U2VXH2,Op1330
SACI_RS10625,SACI_RS10625,Saci_2198,2036450,2037328,-,sulfurtransferase,Inorganic ion transport and metabolism,A0A0U2YA58,Op1330
SACI_RS10630,SACI_RS10630,Saci_2199,2037459,2037725,-,hypothetical protein,No COG annotation,A0A0U2WUG5,Op1331
SACI_RS10635,SACI_RS10635,Saci_2200,2037777,2038472,-,uroporphyrinogen-III C-methyltransferase,Coenzyme transport and metabolism,A0A0U2NCI9,Op1332
SACI_RS10640,SACI_RS10640,Saci_2201,2038462,2040240,-,nitrite/sulfite reductase,Energy production and conversion,A0A0U2Y2E5,Op1332
SACI_RS10645,SACI_RS10645,Saci_2202,2040367,2041086,-,phosphoadenylyl-sulfate reductase,Amino acid transport and metabolism,A0A0U2X312,Op1333
SACI_RS10650,sat,Saci_2203,2041202,2042437,+,sulfate adenylyltransferase,Coenzyme transport and metabolism,A0A0U3FXL2,Op1334
SACI_RS10655,SACI_RS10655,Saci_2204,2042434,2042739,+,hypothetical protein,No COG annotation,A0A0U2NGN4,Op1334
SACI_RS10660,SACI_RS10660,Saci_2205,2042988,2043923,+,alcohol dehydrogenase catalytic domain-containing protein,Energy production and conversion,A0A0U3HNE2,Op1335
SACI_RS10665,SACI_RS10665,Saci_2206,2044132,2045256,+,lipoate--protein ligase family protein,Coenzyme transport and metabolism,A0A0U2NAQ8,Op1336
SACI_RS10670,SACI_RS10670,Saci_2207,2045284,2046771,-,acyl--CoA ligase,Lipid transport and metabolism,A0A0U3FGX1,Op1337
SACI_RS10675,SACI_RS10675,Saci_2208,2046825,2048798,-,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein,Lipid transport and metabolism,A0A0U3FHD7,Op1338
SACI_RS10680,SACI_RS10680,Saci_2209,2048878,2050065,+,thiolase domain-containing protein,Lipid transport and metabolism,M1J1C9,Op1339
SACI_RS10685,SACI_RS10685,Saci_2210,2050071,2050613,+,Zn-ribbon domain-containing OB-fold protein,Function unknown,A0A0U3F987,Op1339
SACI_RS10690,SACI_RS10690,Saci_2211,2050681,2052348,-,long-chain-fatty-acid--CoA ligase,Lipid transport and metabolism,A0A0U3GLS7,Op1340
SACI_RS10695,SACI_RS10695,Saci_2212,2052558,2053550,+,R2-like ligand-binding oxidase,Nucleotide transport and metabolism,A0A0U3GN22,Op1341
SACI_RS10700,SACI_RS10700,Saci_2213,2053621,2054565,-,alpha/beta hydrolase,Function unknown,F2Z668,Op1342
SACI_RS10705,SACI_RS10705,Saci_2214,2054663,2056171,-,hypothetical protein,No COG annotation,A0A0U3GXE1,Op1343
SACI_RS10710,SACI_RS10710,Saci_2215,2056355,2058994,-,hypothetical protein,No COG annotation,A0A0U3GHV8,Op1344
SACI_RS10715,SACI_RS10715,Saci_2216,2059230,2059847,-,hypothetical protein,Lipid transport and metabolism,A0A0U2VXF7,Op1345
SACI_RS10720,SACI_RS10720,Saci_2217,2059997,2061196,+,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,A0A0U3FQM0,Op1346
SACI_RS10725,SACI_RS10725,Saci_2218,2061332,2063251,+,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein,Lipid transport and metabolism,A0A0U3FYV7,Op1347
SACI_RS10730,SACI_RS10730,Saci_2219,2063298,2063792,-,hypothetical protein,Lipid transport and metabolism,A0A0U2Y2D3,Op1348
SACI_RS10735,SACI_RS10735,Saci_2220,2063999,2065036,+,R2-like ligand-binding oxidase,Nucleotide transport and metabolism,A0A0U3H448,Op1349
SACI_RS10740,SACI_RS10740,Saci_2221,2065138,2065809,+,hypothetical protein,No COG annotation,UPI00005528C2,Op1350
SACI_RS10745,SACI_RS10745,Saci_2223,2065820,2066245,+,hypothetical protein,Function unknown,A0A0U3HBU2,Op1350
SACI_RS10750,SACI_RS10750,Saci_2224,2066295,2067353,+,alcohol dehydrogenase catalytic domain-containing protein,Energy production and conversion,A0A0U2NAP3,Op1351
SACI_RS10755,SACI_RS10755,Saci_2225,2067743,2069371,+,long-chain-fatty-acid--CoA ligase,Lipid transport and metabolism,UPI0002B2A55A,Op1352
SACI_RS10760,SACI_RS10760,Saci_2226,2069481,2069891,+,hypothetical protein,Function unknown,A0A0U3HFW6,Op1353
SACI_RS10765,SACI_RS10765,Saci_2227,2070137,2070604,+,peroxiredoxin,"Post-translational modification, protein turnover,and chaperones",A0A0U3FHB5,Op1354
SACI_RS10770,SACI_RS10770,Saci_2228,2070581,2071147,-,indolepyruvate oxidoreductase subunit beta,Energy production and conversion,A0A0U3F977,Op1355
SACI_RS10775,SACI_RS10775,Saci_2229,2071135,2072970,-,indolepyruvate ferredoxin oxidoreductase subunit alpha,Energy production and conversion,A0A0U3FJW9,Op1355
SACI_RS10780,SACI_RS10780,Saci_2230,2073136,2073570,-,Zn-ribbon domain-containing OB-fold protein,Function unknown,A0A0U3GUQ7,Op1356
SACI_RS10785,SACI_RS10785,Saci_2231,2073571,2074068,-,Zn-ribbon domain-containing OB-fold protein,Function unknown,A0A0U3GN05,Op1356
SACI_RS10790,SACI_RS10790,Saci_2232,2074080,2075258,-,thiolase domain-containing protein,Lipid transport and metabolism,A0A0U3HCP2,Op1356
SACI_RS10795,SACI_RS10795,Saci_2233,2075255,2076403,-,thiolase domain-containing protein,Lipid transport and metabolism,A0A0U3GXD6,Op1356
SACI_RS10800,SACI_RS10800,Saci_2234,2076441,2077565,-,acyl-CoA dehydrogenase,Lipid transport and metabolism,A0A0U3GQ71,Op1356
SACI_RS10805,SACI_RS10805,Saci_2235,2077650,2079509,+,AMP-binding protein,Lipid transport and metabolism,A0A0U2W5U6,Op1357
SACI_RS10810,SACI_RS10810,Saci_2236,2079606,2080346,-,helix-turn-helix domain-containing protein,Transcription,A0A0U3HCZ3,Op1358
SACI_RS10815,SACI_RS10815,Saci_2237,2080620,2081117,-,hypothetical protein,No COG annotation,A0A0U3FYU4,Op1359
SACI_RS10820,SACI_RS10820,Saci_2238,2081380,2081988,+,hypothetical protein,No COG annotation,A0A0U2X1Y4,Op1360
SACI_RS10825,SACI_RS10825,Saci_2239,2082133,2082903,+,hypothetical protein,Inorganic ion transport and metabolism,A0A0U2WUD3,Op1361
SACI_RS10830,SACI_RS10830,Saci_2240,2082950,2083417,-,flavin reductase family protein,Function unknown,A0A0U2Y2B5,Op1362
SACI_RS10835,SACI_RS10835,Saci_2241,2083521,2084297,+,dioxygenase,Energy production and conversion,A0A0U3H433,Op1363
SACI_RS10840,SACI_RS10840,Saci_2242,2084349,2084669,-,TA0938 family protein,Function unknown,A0A0U3FXI1,Op1364
SACI_RS10845,SACI_RS10845,Saci_2243,2084666,2085580,-,iron-containing redox enzyme family protein,Coenzyme transport and metabolism,A0A0U3FPK8,Op1364
SACI_RS10850,SACI_RS10850,Saci_2244,2085821,2086660,+,amidohydrolase,Function unknown,A0A0U2NAN5,Op1365
SACI_RS10855,SACI_RS10855,Saci_2245,2086760,2087572,+,amidohydrolase,Function unknown,A0A0U3HFV2,Op1366
SACI_RS10860,SACI_RS10860,Saci_2246,2087552,2088931,-,FAD binding domain-containing protein,Energy production and conversion,A0A0U3FH99,Op1367
SACI_RS10865,SACI_RS10865,Saci_2247,2088932,2091259,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,Energy production and conversion,A0A0U3F972,Op1367
SACI_RS10870,SACI_RS10870,Saci_2248,2091392,2091649,-,hypothetical protein,No COG annotation,A0A0U3GLP5,Op1368
SACI_RS10875,SACI_RS10875,Saci_2249,2091714,2092904,+,4Fe-4S binding protein,Energy production and conversion,UPI0009B5CBF3,Op1369
SACI_RS10880,SACI_RS10880,Saci_2250,2092967,2093530,+,2-oxoacid:acceptor oxidoreductase family protein,Energy production and conversion,A0A0U3HCN3,Op1370
SACI_RS10885,SACI_RS10885,Saci_2251,2093514,2093780,+,4Fe-4S binding protein,Energy production and conversion,A0A0U3H4Z2,Op1370
SACI_RS10890,SACI_RS10890,Saci_2252,2093777,2094970,+,pyruvate ferredoxin oxidoreductase,Energy production and conversion,A0A0U3GQ46,Op1370
SACI_RS10895,SACI_RS10895,Saci_2253,2094939,2095829,+,pyruvate synthase subunit beta,Energy production and conversion,A0A0U3GHS2,Op1370
SACI_RS10900,SACI_RS10900,Saci_2254,2095854,2096726,-,aldo/keto reductase,Function unknown,A0A0U3FYT1,Op1371
SACI_RS10905,SACI_RS10905,Saci_2255,2096727,2098319,-,thiamine pyrophosphate-binding protein,Amino acid transport and metabolism,A0A0U3FQH5,Op1371
SACI_RS10910,SACI_RS10910,Saci_2256,2098550,2099113,+,DUF1404 domain-containing protein,Function unknown,A0A0U2WUC1,Op1372
SACI_RS10915,SACI_RS10915,Saci_2257,2099323,2100048,-,hypothetical protein,No COG annotation,A0A0U2Y2A1,Op1373
SACI_RS10920,SACI_RS10920,Saci_2258,2100162,2100608,-,hypothetical protein,No COG annotation,F2Z5W8,Op1374
SACI_RS10925,SACI_RS10925,Saci_2259,2100611,2101051,-,cytochrome c oxidase subunit II,Energy production and conversion,F2Z6G7,Op1374
SACI_RS10930,SACI_RS10930,Saci_2260,2101038,2102558,-,cytochrome bc complex cytochrome b subunit,Energy production and conversion,A0A0U2NHR0,Op1374
SACI_RS10935,SACI_RS10935,Saci_2261,2102564,2103316,-,Rieske 2Fe-2S domain-containing protein,Inorganic ion transport and metabolism,F2Z628,Op1374
SACI_RS10940,SACI_RS10940,Saci_2262,2103461,2104060,+,sulfocyanin,Energy production and conversion,A0A0U2NAM5,Op1375
SACI_RS10945,SACI_RS10945,Saci_2263,2104738,2107104,+,cbb3-type cytochrome c oxidase subunit I,Energy production and conversion,A0A0U3FPV4,Op1376
SACI_RS10950,SACI_RS10950,Saci_2264,2107121,2107678,+,DUF1404 domain-containing protein,Function unknown,A0A0U3FH85,Op1376
SACI_RS10955,SACI_RS10955,Saci_2265,2107922,2108329,+,hypothetical protein,No COG annotation,A0A0U3F963,Op1377
SACI_RS10960,SACI_RS10960,Saci_2266,2108334,2108570,-,hypothetical protein,Transcription,A0A0U3GLM8,Op1378
SACI_RS10965,SACI_RS10965,Saci_2267,2108589,2109014,-,rhodanese-like domain-containing protein,Inorganic ion transport and metabolism,A0A0U3HCM2,Op1378
SACI_RS10970,SACI_RS10970,Saci_2268,2109155,2110549,+,SelD-related putative sulfur metabolism protein,Amino acid transport and metabolism,A0A0U3H4J8,Op1379
SACI_RS10975,SACI_RS10975,Saci_2269,2110753,2111598,+,xanthine dehydrogenase family protein subunit M,Energy production and conversion,A0A0U3GXB0,Op1380
SACI_RS10980,SACI_RS10980,Saci_2270,2111601,2112092,+,(2Fe-2S)-binding protein,Energy production and conversion,A0A0U2W5Q9,Op1380
SACI_RS10985,SACI_RS10985,Saci_2271,2112089,2114335,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,Energy production and conversion,A0A0U2VXA4,Op1380
SACI_RS10990,SACI_RS10990,Saci_2272,2114624,2115058,+,rubrerythrin,Energy production and conversion,A0A0U2X1W1,Op1381
SACI_RS10995,SACI_RS10995,Saci_2273,2115058,2116251,+,glycerol-3-phosphate dehydrogenase,Energy production and conversion,A0A0U2YA01,Op1381
SACI_RS11000,SACI_RS11000,Saci_2274,2116346,2116822,+,DUF3501 family protein,Function unknown,A0A0U3HBQ5,Op1382
SACI_RS11005,SACI_RS11005,Saci_2275,2116839,2117441,-,magnesium transporter CorA family protein,Inorganic ion transport and metabolism,UPI0009B59DA2,Op1383
SACI_RS11010,SACI_RS11010,Saci_2276,2117694,2118719,+,AIR synthase family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3FXB4,Op1384
SACI_RS11015,SACI_RS11015,Saci_2277,2118781,2122626,-,peptidase S53,"Post-translational modification, protein turnover,and chaperones",A0A0U3FPH7,Op1385
SACI_RS11020,SACI_RS11020,Saci_2278,2122816,2123343,-,type 1 glutamine amidotransferase,"Post-translational modification, protein turnover,and chaperones",A0A0U3HN87,Op1386
SACI_RS11025,SACI_RS11025,Saci_2279,2123432,2124382,+,hypothetical protein,No COG annotation,A0A0U3FPU2,Op1387
SACI_RS11030,SACI_RS11030,Saci_2280,2124445,2124966,+,hypothetical protein,No COG annotation,A0A0U3FGR2,Op1388
SACI_RS11035,SACI_RS11035,Saci_2281,2125123,2126745,+,thiamine pyrophosphate-requiring protein,Amino acid transport and metabolism,A0A0U3GUL6,Op1389
SACI_RS11040,SACI_RS11040,Saci_2282,2126779,2128113,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3GVN6,Op1390
SACI_RS11045,SACI_RS11045,Saci_2283,2128235,2128807,-,TenA family transcriptional regulator,Transcription,A0A0U3GMU8,Op1391
SACI_RS11050,SACI_RS11050,Saci_2284,2128847,2129314,-,GNAT family N-acetyltransferase,Transcription,A0A0U3H4I3,Op1391
SACI_RS11055,SACI_RS11055,Saci_2285,2129497,2130240,-,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,A0A0U3GQ15,Op1392
SACI_RS11060,SACI_RS11060,Saci_2286,2130237,2131004,-,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,A0A0U2W5Q4,Op1392
SACI_RS11065,SACI_RS11065,Saci_2287,2131047,2132318,-,NAD(P)/FAD-dependent oxidoreductase,Function unknown,A0A0U2VX80,Op1393
SACI_RS11070,SACI_RS11070,Saci_2288,2132357,2133517,+,thiolase domain-containing protein,Lipid transport and metabolism,A0A0U2X1T6,Op1394
SACI_RS11075,SACI_RS11075,Saci_2289,2133544,2133954,-,hotdog fold thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U2WU88,Op1395
SACI_RS11080,SACI_RS11080,Saci_2290,2133964,2135250,-,phenylacetate--CoA ligase,Coenzyme transport and metabolism,A0A0U3HBP0,Op1395
SACI_RS11085,SACI_RS11085,Saci_2291,2135247,2135630,-,Zn-ribbon domain-containing OB-fold protein,Function unknown,A0A0U3HBN7,Op1395
SACI_RS11090,SACI_RS11090,Saci_2292,2135644,2136672,-,hypothetical protein,No COG annotation,A0A0U3H3Z3,Op1395
SACI_RS11095,SACI_RS11095,Saci_2293,2136785,2137627,-,fumarylacetoacetate hydrolase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q4J6K3,Op1396
SACI_RS11100,SACI_RS11100,Saci_2294,2137633,2139105,-,4-hydroxyphenylacetate 3-hydroxylase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U2NGH6,Op1396
SACI_RS11105,hpaD,Saci_2295,2139102,2140043,-,3%2C4-dihydroxyphenylacetate 2%2C3-dioxygenase,Amino acid transport and metabolism,A0A0U3HN78,Op1396
SACI_RS11110,SACI_RS11110,Saci_2296,2140132,2140764,-,helix-turn-helix domain-containing protein,Function unknown,A0A0U3HFP8,Op1397
SACI_RS11115,SACI_RS11115,Saci_2297,2140872,2141753,-,pirin family protein,Function unknown,A0A0U3FGP5,Op1398
SACI_RS11120,SACI_RS11120,Saci_2298,2142036,2143856,+,AMP-binding protein,Lipid transport and metabolism,A0A0U3GUI9,Op1399
SACI_RS11125,SACI_RS11125,Saci_2299,2143884,2144159,+,4a-hydroxytetrahydrobiopterin dehydratase,Coenzyme transport and metabolism,A0A0U3GVM3,Op1399
SACI_RS11130,SACI_RS11130,Saci_2300,2144203,2145855,+,NAD(P)-binding protein,Energy production and conversion,A0A0U3HCK9,Op1400
SACI_RS11135,SACI_RS11135,Saci_2301,2146190,2149228,+,S41 family peptidase,"Post-translational modification, protein turnover,and chaperones",A0A0U3GMT3,Op1401
SACI_RS11140,SACI_RS11140,Saci_2302,2149475,2150302,+,ABC transporter ATP-binding protein,Defense mechanisms,A0A0U3GPZ7,Op1402
SACI_RS11770,SACI_RS11770,,2150531,2150794,-,hypothetical protein,No COG annotation,UPI0002B2714E,Op1403
SACI_RS11905,SACI_RS11905,,2150787,2151026,+,hypothetical protein,Inorganic ion transport and metabolism,UPI0009C0248D,Op1404
SACI_RS11150,SACI_RS11150,Saci_2304,2151305,2152135,-,ABC transporter permease,Function unknown,A0A0U3FYP5,Op1405
SACI_RS11155,SACI_RS11155,Saci_2305,2152128,2153012,-,ABC transporter ATP-binding protein,Defense mechanisms,A0A0U3GHM9,Op1405
SACI_RS11160,SACI_RS11160,Saci_2306,2153105,2154970,+,2-oxoacid:acceptor oxidoreductase subunit alpha,Energy production and conversion,A0A0U2Y9W9,Op1406
SACI_RS11165,SACI_RS11165,Saci_2307,2154960,2155871,+,2-oxoacid:ferredoxin oxidoreductase subunit beta,Energy production and conversion,A0A0U3FQD0,Op1406
SACI_RS11170,SACI_RS11170,Saci_2308,2155868,2156188,-,hypothetical protein,No COG annotation,A0A0U2WU72,Op1407
SACI_RS11175,SACI_RS11175,Saci_2309,2156305,2156652,-,hypothetical protein,No COG annotation,A0A0U3FX83,Op1408
SACI_RS11180,SACI_RS11180,Saci_2310,2156687,2157397,+,sugar nucleotide-binding protein,Cell wall/membrane/envelope biogenesis,A0A0U3H3X0,Op1409
